,event_id,Event Name,Market Name,Outcome Name,Odds (Decimal),Price Numerator,Price Denominator,Outcome Type,Outcome SubType,sport,competition
28710,6571051,Azuniz FC vs Parana,Aantal Goals - Over/Under 5.5,Under,1.01,1,100,HL,L,Voetbal,Brazil Campeonato Paranaense
28711,6571051,Azuniz FC vs Parana,Aantal Goals - Over/Under 5.5,Over,11.0,10,1,HL,1,Voetbal,Brazil Campeonato Paranaense
28712,6571051,Azuniz FC vs Parana,2e Helft: Resultaat,Parana,3.5,5,2,H2,2,Voetbal,Brazil Campeonato Paranaense
28713,6571051,Azuniz FC vs Parana,2e Helft: Resultaat,Gelijkspel,2.35,27,20,H2,D,Voetbal,Brazil Campeonato Paranaense
28714,6571051,Azuniz FC vs Parana,2e Helft: Resultaat,Azuniz FC,2.6,8,5,H2,1,Voetbal,Brazil Campeonato Paranaense
28715,6571051,Azuniz FC vs Parana,Aantal Goals - Odd/Even,Odd,1.83,83,100,OE,1,Voetbal,Brazil Campeonato Paranaense
28716,6571051,Azuniz FC vs Parana,Aantal Goals - Odd/Even,Even,1.87,87,100,OE,2,Voetbal,Brazil Campeonato Paranaense
28717,6571051,Azuniz FC vs Parana,Parana Aantal Goals - Over/Under 2.5,Under,1.04,1,25,HL,L,Voetbal,Brazil Campeonato Paranaense
28718,6571051,Azuniz FC vs Parana,Parana Aantal Goals - Over/Under 2.5,Over,8.0,7,1,HL,1,Voetbal,Brazil Campeonato Paranaense
28719,6571051,Azuniz FC vs Parana,2e Helft: Draw No Bet,Parana,2.1,11,10,DN,2,Voetbal,Brazil Campeonato Paranaense
28720,6571051,Azuniz FC vs Parana,2e Helft: Draw No Bet,Azuniz FC,1.59,59,100,DN,1,Voetbal,Brazil Campeonato Paranaense
28721,6571051,Azuniz FC vs Parana,Azuniz FC Total Goals - Odd/Even,Even,1.71,71,100,OE,2,Voetbal,Brazil Campeonato Paranaense
28722,6571051,Azuniz FC vs Parana,Azuniz FC Total Goals - Odd/Even,Odd,2.0,1,1,OE,1,Voetbal,Brazil Campeonato Paranaense
28723,6571051,Azuniz FC vs Parana,Parana Wint Beide Helften,Nee,1.02,1,50,--,,Voetbal,Brazil Campeonato Paranaense
28724,6571051,Azuniz FC vs Parana,Parana Wint Beide Helften,Ja,8.0,7,1,--,,Voetbal,Brazil Campeonato Paranaense
28725,6571051,Azuniz FC vs Parana,1e Helft: Handicap -1.0,Parana,1.31,31,100,MH,2,Voetbal,Brazil Campeonato Paranaense
28726,6571051,Azuniz FC vs Parana,1e Helft: Handicap -1.0,Azuniz FC,10.0,9,1,MH,1,Voetbal,Brazil Campeonato Paranaense
28727,6571051,Azuniz FC vs Parana,1e Helft: Handicap -1.0,Gelijkspel,3.5,5,2,MH,L,Voetbal,Brazil Campeonato Paranaense
28728,6571051,Azuniz FC vs Parana,Azuniz FC 1e Helft: Aantal Goals - Over/Under 0.5,Over,2.15,23,20,HL,1,Voetbal,Brazil Campeonato Paranaense
28729,6571051,Azuniz FC vs Parana,Azuniz FC 1e Helft: Aantal Goals - Over/Under 0.5,Under,1.56,14,25,HL,L,Voetbal,Brazil Campeonato Paranaense
28730,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Gelijkspel 2-2,81.0,80,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28731,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Gelijkspel 1-1,6.75,23,4,CS,S,Voetbal,Brazil Campeonato Paranaense
28732,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Elke andere,12.0,11,1,CS,O,Voetbal,Brazil Campeonato Paranaense
28733,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Parana 1-0,4.25,13,4,CS,S,Voetbal,Brazil Campeonato Paranaense
28734,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Parana 2-0,13.0,12,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28735,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Gelijkspel 0-0,2.6,8,5,CS,S,Voetbal,Brazil Campeonato Paranaense
28736,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Parana 2-1,23.0,22,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28737,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Azuniz FC 2-0,8.5,15,2,CS,S,Voetbal,Brazil Campeonato Paranaense
28738,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Azuniz FC 2-1,19.0,18,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28739,6571051,Azuniz FC vs Parana,2e Helft: Correct Score,Azuniz FC 1-0,3.4,12,5,CS,S,Voetbal,Brazil Campeonato Paranaense
28740,6571051,Azuniz FC vs Parana,Correct score Combinatie,"3-2, 4-2, 4-3 of 5-1",26.0,25,1,--,,Voetbal,Brazil Campeonato Paranaense
28741,6571051,Azuniz FC vs Parana,Correct score Combinatie,Uit team wint met elke andere uitslag,201.0,200,1,--,,Voetbal,Brazil Campeonato Paranaense
28742,6571051,Azuniz FC vs Parana,Correct score Combinatie,"2-1, 3-1 of 4-1",5.5,9,2,--,,Voetbal,Brazil Campeonato Paranaense
28743,6571051,Azuniz FC vs Parana,Correct score Combinatie,"0-4, 0-5 of 0-6",126.0,125,1,--,,Voetbal,Brazil Campeonato Paranaense
28744,6571051,Azuniz FC vs Parana,Correct score Combinatie,"4-0, 5-0 of 6-0",46.0,45,1,--,,Voetbal,Brazil Campeonato Paranaense
28745,6571051,Azuniz FC vs Parana,Correct score Combinatie,Gelijkspel,2.7,17,10,--,,Voetbal,Brazil Campeonato Paranaense
28746,6571051,Azuniz FC vs Parana,Correct score Combinatie,"0-1, 0-2 of 0-3",3.85,57,20,--,,Voetbal,Brazil Campeonato Paranaense
28747,6571051,Azuniz FC vs Parana,Correct score Combinatie,Thuis team wint met elke andere uitslag,201.0,200,1,--,,Voetbal,Brazil Campeonato Paranaense
28748,6571051,Azuniz FC vs Parana,Correct score Combinatie,"1-0, 2-0 of 3-0",2.8,9,5,--,,Voetbal,Brazil Campeonato Paranaense
28749,6571051,Azuniz FC vs Parana,Correct score Combinatie,"1-2, 1-3 of 1-4",7.5,13,2,--,,Voetbal,Brazil Campeonato Paranaense
28750,6571051,Azuniz FC vs Parana,Correct score Combinatie,"2-3, 2-4, 3-4 of 1-5",34.0,33,1,--,,Voetbal,Brazil Campeonato Paranaense
28751,6571051,Azuniz FC vs Parana,Correct Score,Parana 3-2,51.0,50,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28752,6571051,Azuniz FC vs Parana,Correct Score,Gelijkspel 0-0,6.5,11,2,CS,S,Voetbal,Brazil Campeonato Paranaense
28753,6571051,Azuniz FC vs Parana,Correct Score,Parana 4-0,151.0,150,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28754,6571051,Azuniz FC vs Parana,Correct Score,Parana 4-3,201.0,200,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28755,6571051,Azuniz FC vs Parana,Correct Score,Gelijkspel 4-4,201.0,200,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28756,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 4-0,61.0,60,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28757,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 4-3,201.0,200,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28758,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 3-1,21.0,20,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28759,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 2-1,8.5,15,2,CS,S,Voetbal,Brazil Campeonato Paranaense
28760,6571051,Azuniz FC vs Parana,Correct Score,Parana 2-1,11.0,10,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28761,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 2-0,8.0,7,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28762,6571051,Azuniz FC vs Parana,Correct Score,Parana 4-2,201.0,200,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28763,6571051,Azuniz FC vs Parana,Correct Score,Gelijkspel 3-3,151.0,150,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28764,6571051,Azuniz FC vs Parana,Correct Score,Parana 3-1,34.0,33,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28765,6571051,Azuniz FC vs Parana,Correct Score,Gelijkspel 2-2,19.0,18,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28766,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 3-2,46.0,45,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28767,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 3-0,20.0,19,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28768,6571051,Azuniz FC vs Parana,Correct Score,Parana 1-0,6.25,21,4,CS,S,Voetbal,Brazil Campeonato Paranaense
28769,6571051,Azuniz FC vs Parana,Correct Score,Parana 2-0,13.0,12,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28770,6571051,Azuniz FC vs Parana,Correct Score,Elke andere,61.0,60,1,CS,O,Voetbal,Brazil Campeonato Paranaense
28771,6571051,Azuniz FC vs Parana,Correct Score,Parana 3-0,41.0,40,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28772,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 4-2,151.0,150,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28773,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 4-1,71.0,70,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28774,6571051,Azuniz FC vs Parana,Correct Score,Azuniz FC 1-0,5.0,4,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28775,6571051,Azuniz FC vs Parana,Correct Score,Parana 4-1,151.0,150,1,CS,S,Voetbal,Brazil Campeonato Paranaense
28776,6571051,Azuniz FC vs Parana,Correct Score,Gelijkspel 1-1,5.75,19,4,CS,S,Voetbal,Brazil Campeonato Paranaense
28777,6571051,Azuniz FC vs Parana,2e helft: Resultaat & Beide teams scoren,Parana en Nee,3.65,53,20,--,,Voetbal,Brazil Campeonato Paranaense
28778,6571051,Azuniz FC vs Parana,2e helft: Resultaat & Beide teams scoren,Gelijkspel en Nee,2.9,19,10,--,,Voetbal,Brazil Campeonato Paranaense
28779,6571051,Azuniz FC vs Parana,2e helft: Resultaat & Beide teams scoren,Azuniz FC en Ja,16.0,15,1,--,,Voetbal,Brazil Campeonato Paranaense
28780,6571051,Azuniz FC vs Parana,2e helft: Resultaat & Beide teams scoren,Parana en Ja,21.0,20,1,--,,Voetbal,Brazil Campeonato Paranaense
28781,6571051,Azuniz FC vs Parana,2e helft: Resultaat & Beide teams scoren,Azuniz FC en Nee,2.7,17,10,--,,Voetbal,Brazil Campeonato Paranaense
28782,6571051,Azuniz FC vs Parana,2e helft: Resultaat & Beide teams scoren,Gelijkspel en Ja,7.0,6,1,--,,Voetbal,Brazil Campeonato Paranaense
28783,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 1-0 - Parana 2-1,34.0,33,1,--,,Voetbal,Brazil Campeonato Paranaense
28784,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 2-0 - 4+ goals,51.0,50,1,--,,Voetbal,Brazil Campeonato Paranaense
28785,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 1-1 - Parana 2-1,46.0,45,1,--,,Voetbal,Brazil Campeonato Paranaense
28786,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 1-0 - Azuniz FC 2-1,29.0,28,1,--,,Voetbal,Brazil Campeonato Paranaense
28787,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 1-0 - 4+ goals,23.0,22,1,--,,Voetbal,Brazil Campeonato Paranaense
28788,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Azuniz FC 1-0,7.5,13,2,--,,Voetbal,Brazil Campeonato Paranaense
28789,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 1-0 - 4+ goals,29.0,28,1,--,,Voetbal,Brazil Campeonato Paranaense
28790,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 1-1 - Azuniz FC 2-1,34.0,33,1,--,,Voetbal,Brazil Campeonato Paranaense
28791,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 1-0 - Parana 2-0,26.0,25,1,--,,Voetbal,Brazil Campeonato Paranaense
28792,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Azuniz FC 2-1,46.0,45,1,--,,Voetbal,Brazil Campeonato Paranaense
28793,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 2-1 - 4+ goals,51.0,50,1,--,,Voetbal,Brazil Campeonato Paranaense
28794,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 2-0 - Azuniz FC 3-0,61.0,60,1,--,,Voetbal,Brazil Campeonato Paranaense
28795,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Azuniz FC 2-0,20.0,19,1,--,,Voetbal,Brazil Campeonato Paranaense
28796,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 2-1 - Azuniz FC 2-1,91.0,90,1,--,,Voetbal,Brazil Campeonato Paranaense
28797,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 2-0 - Parana 2-0,71.0,70,1,--,,Voetbal,Brazil Campeonato Paranaense
28798,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 1-0 - Azuniz FC 1-0,11.0,10,1,--,,Voetbal,Brazil Campeonato Paranaense
28799,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 1-0 - Parana 3-0,91.0,90,1,--,,Voetbal,Brazil Campeonato Paranaense
28800,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 1-0 - Parana 2-1,61.0,60,1,--,,Voetbal,Brazil Campeonato Paranaense
28801,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 1-0 - Gelijkspel 1-1,20.0,19,1,--,,Voetbal,Brazil Campeonato Paranaense
28802,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Gelijkspel 0-0,6.0,5,1,--,,Voetbal,Brazil Campeonato Paranaense
28803,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 1-1 - Gelijkspel 1-1,26.0,25,1,--,,Voetbal,Brazil Campeonato Paranaense
28804,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 1-0 - Parana 1-0,14.0,13,1,--,,Voetbal,Brazil Campeonato Paranaense
28805,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 2-0 - Azuniz FC 2-1,71.0,70,1,--,,Voetbal,Brazil Campeonato Paranaense
28806,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Parana 2-0,29.0,28,1,--,,Voetbal,Brazil Campeonato Paranaense
28807,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 1-1 - 4+ goals,22.0,21,1,--,,Voetbal,Brazil Campeonato Paranaense
28808,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 1-0 - Azuniz FC 2-1,46.0,45,1,--,,Voetbal,Brazil Campeonato Paranaense
28809,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - 4+ goals,51.0,50,1,--,,Voetbal,Brazil Campeonato Paranaense
28810,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 1-0 - Azuniz FC 2-0,15.0,14,1,--,,Voetbal,Brazil Campeonato Paranaense
28811,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 2-1 - 4+ goals,41.0,40,1,--,,Voetbal,Brazil Campeonato Paranaense
28812,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 3-0 - 4+ goals,91.0,90,1,--,,Voetbal,Brazil Campeonato Paranaense
28813,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 3-0 - Azuniz FC 3-0,201.0,200,1,--,,Voetbal,Brazil Campeonato Paranaense
28814,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 2-0 - 4+ goals,29.0,28,1,--,,Voetbal,Brazil Campeonato Paranaense
28815,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 1-0 - Gelijkspel 1-1,20.0,19,1,--,,Voetbal,Brazil Campeonato Paranaense
28816,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 2-0 - Parana 3-0,126.0,125,1,--,,Voetbal,Brazil Campeonato Paranaense
28817,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 2-0 - Parana 2-1,91.0,90,1,--,,Voetbal,Brazil Campeonato Paranaense
28818,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 2-1 - Parana 2-1,126.0,125,1,--,,Voetbal,Brazil Campeonato Paranaense
28819,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 2-0 - Azuniz FC 2-0,41.0,40,1,--,,Voetbal,Brazil Campeonato Paranaense
28820,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Azuniz FC 3-0,91.0,90,1,--,,Voetbal,Brazil Campeonato Paranaense
28821,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Parana 2-1,61.0,60,1,--,,Voetbal,Brazil Campeonato Paranaense
28822,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 3-0 - Parana 3-0,201.0,200,1,--,,Voetbal,Brazil Campeonato Paranaense
28823,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Azuniz FC 1-0 - Azuniz FC 3-0,46.0,45,1,--,,Voetbal,Brazil Campeonato Paranaense
28824,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Gelijkspel 1-1,16.0,15,1,--,,Voetbal,Brazil Campeonato Paranaense
28825,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Parana 3-0 - 4+ goals,151.0,150,1,--,,Voetbal,Brazil Campeonato Paranaense
28826,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,4+ goals - 4+ goals,34.0,33,1,--,,Voetbal,Brazil Campeonato Paranaense
28827,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Parana 3-0,151.0,150,1,--,,Voetbal,Brazil Campeonato Paranaense
28828,6571051,Azuniz FC vs Parana,Half-Time / Full-Time Correct Score,Gelijkspel 0-0 - Parana 1-0,9.0,8,1,--,,Voetbal,Brazil Campeonato Paranaense
28829,6531321,Internacional vs Juventude,Resultaat,Internacional,1.44,11,25,MR,1,Voetbal,Brazil Gaucho A1
28830,6531321,Internacional vs Juventude,Resultaat,Juventude,5.5,9,2,MR,2,Voetbal,Brazil Gaucho A1
28831,6531321,Internacional vs Juventude,Resultaat,Gelijkspel,3.75,11,4,MR,D,Voetbal,Brazil Gaucho A1
28832,6640052,Naples vs Lecce,Aantal Goals - Over/Under 2.5,Under,1.57,57,100,HL,L,Virtual Voetbal,Serie A 23/24
28834,6640052,Naples vs Lecce,Aantal Goals - Over/Under 2.5,Over,2.25,5,4,HL,1,Virtual Voetbal,Serie A 23/24
28836,6640052,Naples vs Lecce,Beide Teams Scoren,Ja,2.05,21,20,--,,Virtual Voetbal,Serie A 23/24
28838,6640052,Naples vs Lecce,Beide Teams Scoren,Nee,1.69,69,100,--,,Virtual Voetbal,Serie A 23/24
28840,6640052,Naples vs Lecce,Dubbele Kans,Naples of Gelijkspel,1.12,3,25,DC,1,Virtual Voetbal,Serie A 23/24
28842,6640052,Naples vs Lecce,Dubbele Kans,Naples of Lecce,1.18,9,50,DC,3,Virtual Voetbal,Serie A 23/24
28844,6640052,Naples vs Lecce,Dubbele Kans,Gelijkspel of Lecce,1.71,71,100,DC,2,Virtual Voetbal,Serie A 23/24
28846,6640052,Naples vs Lecce,Resultaat,Naples,1.87,87,100,MR,1,Virtual Voetbal,Serie A 23/24
28848,6640052,Naples vs Lecce,Resultaat,Lecce,4.0,3,1,MR,2,Virtual Voetbal,Serie A 23/24
28850,6640052,Naples vs Lecce,Resultaat,Gelijkspel,3.4,12,5,MR,D,Virtual Voetbal,Serie A 23/24
28852,6640052,Naples vs Lecce,Resultaat en Beide Teams Scoren,Naples en Nee,2.7,17,10,--,,Virtual Voetbal,Serie A 23/24
28854,6640052,Naples vs Lecce,Resultaat en Beide Teams Scoren,Lecce en Ja,9.0,8,1,--,,Virtual Voetbal,Serie A 23/24
28856,6640052,Naples vs Lecce,Resultaat en Beide Teams Scoren,Lecce en Nee,6.0,5,1,--,,Virtual Voetbal,Serie A 23/24
28858,6640052,Naples vs Lecce,Resultaat en Beide Teams Scoren,Gelijkspel en Nee,9.5,17,2,--,,Virtual Voetbal,Serie A 23/24
28860,6640052,Naples vs Lecce,Resultaat en Beide Teams Scoren,Gelijkspel en Ja,4.75,15,4,--,,Virtual Voetbal,Serie A 23/24
28862,6640052,Naples vs Lecce,Resultaat en Beide Teams Scoren,Naples en Ja,4.5,7,2,--,,Virtual Voetbal,Serie A 23/24
28864,6640010,San Sebastian vs Madrid,Dubbele Kans,San Sebastian of Madrid,1.18,9,50,DC,3,Virtual Voetbal,La Liga 23/24
28866,6640010,San Sebastian vs Madrid,Dubbele Kans,San Sebastian of Gelijkspel,1.47,47,100,DC,1,Virtual Voetbal,La Liga 23/24
28868,6640010,San Sebastian vs Madrid,Dubbele Kans,Gelijkspel of Madrid,1.26,13,50,DC,2,Virtual Voetbal,La Liga 23/24
28870,6640010,San Sebastian vs Madrid,Resultaat,San Sebastian,2.9,19,10,MR,1,Virtual Voetbal,La Liga 23/24
28872,6640010,San Sebastian vs Madrid,Resultaat,Gelijkspel,3.4,12,5,MR,D,Virtual Voetbal,La Liga 23/24
28874,6640010,San Sebastian vs Madrid,Resultaat,Madrid,2.25,5,4,MR,2,Virtual Voetbal,La Liga 23/24
28876,6640010,San Sebastian vs Madrid,Beide Teams Scoren,Nee,1.87,87,100,--,,Virtual Voetbal,La Liga 23/24
28878,6640010,San Sebastian vs Madrid,Beide Teams Scoren,Ja,1.83,83,100,--,,Virtual Voetbal,La Liga 23/24
28880,6640010,San Sebastian vs Madrid,Resultaat en Beide Teams Scoren,San Sebastian en Ja,5.75,19,4,--,,Virtual Voetbal,La Liga 23/24
28882,6640010,San Sebastian vs Madrid,Resultaat en Beide Teams Scoren,Gelijkspel en Nee,11.0,10,1,--,,Virtual Voetbal,La Liga 23/24
28884,6640010,San Sebastian vs Madrid,Resultaat en Beide Teams Scoren,San Sebastian en Nee,4.75,15,4,--,,Virtual Voetbal,La Liga 23/24
28886,6640010,San Sebastian vs Madrid,Resultaat en Beide Teams Scoren,Madrid en Ja,4.75,15,4,--,,Virtual Voetbal,La Liga 23/24
28888,6640010,San Sebastian vs Madrid,Resultaat en Beide Teams Scoren,Gelijkspel en Ja,4.5,7,2,--,,Virtual Voetbal,La Liga 23/24
28890,6640010,San Sebastian vs Madrid,Resultaat en Beide Teams Scoren,Madrid en Nee,3.65,53,20,--,,Virtual Voetbal,La Liga 23/24
28892,6640010,San Sebastian vs Madrid,Aantal Goals - Over/Under 2.5,Under,1.71,71,100,HL,L,Virtual Voetbal,La Liga 23/24
28894,6640010,San Sebastian vs Madrid,Aantal Goals - Over/Under 2.5,Over,2.0,1,1,HL,1,Virtual Voetbal,La Liga 23/24
28896,6639895,Rome vs Porto,Resultaat en Beide Teams Scoren,Gelijkspel en Ja,4.5,7,2,--,,Virtual Voetbal,Europa Super League
28897,6639895,Rome vs Porto,Resultaat en Beide Teams Scoren,Porto en Nee,4.0,3,1,--,,Virtual Voetbal,Europa Super League
28898,6639895,Rome vs Porto,Resultaat en Beide Teams Scoren,Rome en Ja,5.75,19,4,--,,Virtual Voetbal,Europa Super League
28899,6639895,Rome vs Porto,Resultaat en Beide Teams Scoren,Rome en Nee,3.65,53,20,--,,Virtual Voetbal,Europa Super League
28900,6639895,Rome vs Porto,Resultaat en Beide Teams Scoren,Gelijkspel en Nee,9.0,8,1,--,,Virtual Voetbal,Europa Super League
28901,6639895,Rome vs Porto,Resultaat en Beide Teams Scoren,Porto en Ja,6.25,21,4,--,,Virtual Voetbal,Europa Super League
28902,6639895,Rome vs Porto,Aantal Goals - Over/Under 2.5,Over,2.35,27,20,HL,1,Virtual Voetbal,Europa Super League
28903,6639895,Rome vs Porto,Aantal Goals - Over/Under 2.5,Under,1.53,53,100,HL,L,Virtual Voetbal,Europa Super League
28904,6639895,Rome vs Porto,Resultaat,Rome,2.45,29,20,MR,1,Virtual Voetbal,Europa Super League
28905,6639895,Rome vs Porto,Resultaat,Porto,2.7,17,10,MR,2,Virtual Voetbal,Europa Super League
28906,6639895,Rome vs Porto,Resultaat,Gelijkspel,3.25,9,4,MR,D,Virtual Voetbal,Europa Super League
28907,6639895,Rome vs Porto,Beide Teams Scoren,Ja,2.0,1,1,--,,Virtual Voetbal,Europa Super League
28908,6639895,Rome vs Porto,Beide Teams Scoren,Nee,1.71,71,100,--,,Virtual Voetbal,Europa Super League
28909,6639895,Rome vs Porto,Dubbele Kans,Rome of Porto,1.21,21,100,DC,3,Virtual Voetbal,Europa Super League
28910,6639895,Rome vs Porto,Dubbele Kans,Rome of Gelijkspel,1.31,31,100,DC,1,Virtual Voetbal,Europa Super League
28911,6639895,Rome vs Porto,Dubbele Kans,Gelijkspel of Porto,1.38,19,50,DC,2,Virtual Voetbal,Europa Super League
28912,6640216,Denemarken vs Oostenrijk,Dubbele Kans,Denemarken of Oostenrijk,1.2,1,5,DC,3,Virtual Voetbal,Europees Kampioenschap
28913,6640216,Denemarken vs Oostenrijk,Dubbele Kans,Denemarken of Gelijkspel,1.26,13,50,DC,1,Virtual Voetbal,Europees Kampioenschap
28914,6640216,Denemarken vs Oostenrijk,Dubbele Kans,Gelijkspel of Oostenrijk,1.44,11,25,DC,2,Virtual Voetbal,Europees Kampioenschap
28915,6640216,Denemarken vs Oostenrijk,Beide Teams Scoren,Ja,2.0,1,1,--,,Virtual Voetbal,Europees Kampioenschap
28916,6640216,Denemarken vs Oostenrijk,Beide Teams Scoren,Nee,1.71,71,100,--,,Virtual Voetbal,Europees Kampioenschap
28917,6640216,Denemarken vs Oostenrijk,Resultaat,Gelijkspel,3.25,9,4,MR,D,Virtual Voetbal,Europees Kampioenschap
28918,6640216,Denemarken vs Oostenrijk,Resultaat,Denemarken,2.3,13,10,MR,1,Virtual Voetbal,Europees Kampioenschap
28919,6640216,Denemarken vs Oostenrijk,Resultaat,Oostenrijk,2.9,19,10,MR,2,Virtual Voetbal,Europees Kampioenschap
28920,6640216,Denemarken vs Oostenrijk,Resultaat en Beide Teams Scoren,Gelijkspel en Ja,4.5,7,2,--,,Virtual Voetbal,Europees Kampioenschap
28921,6640216,Denemarken vs Oostenrijk,Resultaat en Beide Teams Scoren,Oostenrijk en Ja,6.75,23,4,--,,Virtual Voetbal,Europees Kampioenschap
28922,6640216,Denemarken vs Oostenrijk,Resultaat en Beide Teams Scoren,Denemarken en Nee,3.4,12,5,--,,Virtual Voetbal,Europees Kampioenschap
